,VALUE,COUNT,EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,EVT_ORDER,EVT_CLASS,EVT_SBCLS,acres,hectare,rel_percent,RED,GREEN,BLUE,R,G,B
36,7933,4543,Eastern Cool Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1010.33888,408.87,0.118416858,0.619608,0.666667,0.843137,158,170,215
37,9118,4458,Laurentian-Acadian Freshwater Marsh,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,991.435335,401.22,0.116201266,1,0.360784,0.14902,255,92,38
38,7952,3866,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,859.7777042,347.94,0.100770322,0.266667,0.309804,0.537255,68,79,137
39,7303,3014,Northeastern Interior Dry-Mesic Oak Forest,Tr Northeastern Interior Dry-Mesic Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,670.2974652,271.26,0.078562274,0.333333,0.733333,0.760784,85,187,194
40,7511,3004,Appalachian Northern Hardwood Forest,Tr Appalachian Northern Hardwood Forest,Tree,Hardwood,Pine-Hemlock-Hardwood Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,668.0735187,270.36,0.078301616,0,0.14902,0.45098,0,38,115
41,7512,2816,Appalachian (Hemlock)-Northern Hardwood Forest,Tr Appalachian Hemlock-Northern Hardwood Forest,Tree,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,626.2633251,253.44,0.073401249,0,0.14902,0.45098,0,38,115
42,9186,2577,Northern Appalachian-Acadian Rocky Heath Outcrop Woodland,Tr Northern Appalachian-Acadian Rocky Heath Outcrop,Tree,Conifer,Alpine-Subalpine Barrens,Tree-dominated,Open tree canopy,Evergreen open tree canopy,573.1110046,231.93,0.067171526,0.321569,0.203922,0.133333,82,52,34
43,7191,2545,Recently Logged-Herb and Grass Cover,He Recently Logged-Herb and Grass Cover,Herb,Grassland,Transitional Herbaceous Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,565.9943759,229.05,0.066337421,1,0.266667,0.098039,255,68,25
44,9317,2315,Northern & Central Ruderal Shrubland,Sh Northern & Central Ruderal Meadow & Shrubland,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,Shrub-dominated,Shrubland,Deciduous shrubland,514.8436071,208.35,0.060342291,1,0.411765,0.180392,255,105,46
45,9057,2187,Boreal-Laurentian-Acadian Acidic Basin Fen,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,486.3770924,196.83,0.05700587,1,0.360784,0.14902,255,92,38
46,7298,2143,Developed-High Intensity,Bau Developed-High Intensity,Developed,Developed-High Intensity,Developed-High Intensity,No Dominant Lifeform,No Dominant Lifeform,Developed,476.5917279,192.87,0.055858976,0.678431,0,0.109804,173,0,28
47,7970,1994,Eastern Cool Temperate Orchard,Dab Orchard,Tree,Agricultural,Agricultural-Orchard,Tree-dominated,Open tree canopy,Deciduous open tree canopy,443.4549255,179.46,0.051975174,0.823529,0.109804,0.368627,210,28,94
48,7502,1992,Central Appalachian Dry Oak-Pine Forest,Tr Central Appalachian Dry Oak-Pine Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,443.0101363,179.28,0.051923042,0.05098,0.270588,0.521569,13,69,133
49,7193,1923,Recently Logged-Tree Cover,Tr Recently Logged-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,Tree-dominated,Open tree canopy,Evergreen open tree canopy,427.6649056,173.07,0.050124503,1,0.266667,0.098039,255,68,25
50,9176,1757,North-Central Appalachian Seepage Fen,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,390.7473943,158.13,0.045797583,0.356863,0.764706,0.780392,91,195,199
51,9114,1731,Laurentian-Acadian Alkaline Fen,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,384.9651335,155.79,0.045119873,1,0.360784,0.14902,255,92,38
52,7465,1725,Acadian Sub-Boreal Spruce Flat,Tr Acadian Sub-Boreal Spruce Flat,Tree,Conifer,Spruce Flats and Barrens,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,383.6307656,155.25,0.044963478,0.729412,0.211765,0.054902,186,54,14
53,9174,1616,North-Central Appalachian Acidic Swamp,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,359.3897491,145.44,0.042122307,0,0.360784,0,0,92,0
54,9177,1615,North-Central Interior and Appalachian Acidic Peatland Woodland,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,359.1673544,145.35,0.042096242,0,0.360784,0,0,92,0
55,7389,1155,Acadian-Appalachian Subalpine Woodland,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,Conifer,Alpine-Subalpine Barrens,Tree-dominated,Open tree canopy,Evergreen open tree canopy,256.865817,103.95,0.030105981,0.321569,0.203922,0.133333,82,52,34
56,7976,1074,Eastern Cool Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,238.8518506,96.66,0.027994652,1,1,0.466667,255,255,119
57,7192,996,Recently Logged-Shrub Cover,Sh Recently Logged-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,221.5050681,89.64,0.025961521,1,0.266667,0.098039,255,68,25
58,7295,936,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Non-vegetated,Non-vegetated,Developed,208.1613893,84.24,0.024397574,0.901961,0.909804,0.980392,230,232,250
59,9617,915,Laurentian-Acadian Floodplain Shrubland,Tr Laurentian-Acadian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,203.4911017,82.35,0.023850193,0.196078,0.537255,0.658824,50,137,168
60,7289,882,Acadian-Appalachian Subalpine Heath-Krummholz,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrub,Shrubland,Alpine-Subalpine Barrens,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,196.1520784,79.38,0.022990022,0.321569,0.203922,0.133333,82,52,34
61,7369,836,Central Appalachian Dry Pine Forest,Tr Central Appalachian Dry Pine Forest,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,185.9219247,75.24,0.021790996,0.05098,0.270588,0.521569,13,69,133
62,7370,833,Appalachian Hemlock Forest,Tr Appalachian Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,185.2547407,74.97,0.021712798,0,0.14902,0.45098,0,38,115
63,7195,650,Recently Burned-Herb and Grass Cover,He Recently Burned-Herb and Grass Cover,Herb,Grassland,Transitional Herbaceous Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,144.5565204,58.5,0.01694276,1,0.231373,0.078431,255,59,20
64,7954,612,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,136.1055238,55.08,0.01595226,0.478431,0.556863,0.960784,122,142,245
65,7200,602,Recently Disturbed Other-Tree Cover,Tr Recently Disturbed-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,Tree-dominated,Open tree canopy,Evergreen open tree canopy,133.8815773,54.18,0.015691602,1,0.266667,0.098039,255,68,25
66,9178,557,North-Central Interior and Appalachian Rich Swamp,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,123.8738182,50.13,0.014518642,0.196078,0.537255,0.658824,50,137,168
67,9620,554,Laurentian-Acadian Shrub Swamp,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,123.2066343,49.86,0.014440445,1,0.360784,0.14902,255,92,38
68,7556,477,Central Appalachian Oak Rocky Woodland,Tr Central Appalachian Rocky Oak Woodland,Tree,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,106.0822465,42.93,0.012433379,0.05098,0.270588,0.521569,13,69,133
69,9055,352,Boreal-Laurentian Bog,Tr Boreal Acidic Peatland Systems,Shrub,Riparian,Peatland Forests,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,78.28291564,31.68,0.009175156,0.729412,0.639216,0.466667,186,163,119
70,7197,319,Recently Burned-Tree Cover,Tr Recently Burned-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,Tree-dominated,Open tree canopy,Evergreen open tree canopy,70.9438923,28.71,0.008314985,1,0.231373,0.078431,255,59,20
71,7953,274,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,60.9361332,24.66,0.007142025,0.619608,0.666667,0.843137,158,170,215
72,9686,211,Northern Appalachian-Acadian Rocky Heath Outcrop Shrubland,Tr Northern Appalachian-Acadian Rocky Heath Outcrop,Shrub,Shrubland,Alpine-Subalpine Barrens,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,46.92527046,18.99,0.00549988,0.321569,0.203922,0.133333,82,52,34
73,9288,168,Northeastern Interior Calcareous Oak Forest,Tr Northeastern Interior Calcareous Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,37.36230065,15.12,0.004379052,0.333333,0.733333,0.760784,85,187,194
74,7377,154,Central Appalachian Pine Rocky Woodland,Tr Central Appalachian Rocky Pine Woodland,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,34.24877559,13.86,0.004014131,0.05098,0.270588,0.521569,13,69,133
75,9314,144,Northern & Central Native Ruderal Flooded & Swamp Forest,Tr Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,Riparian,Ruderal Forest,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,32.02482913,12.96,0.003753473,1,0.411765,0.180392,255,105,46
76,7198,139,Recently Disturbed Other-Herb and Grass Cover,He Recently Disturbed-Herb and Grass Cover,Herb,Grassland,Transitional Herbaceous Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,30.91285589,12.51,0.003623144,1,0.266667,0.098039,255,68,25
77,7196,118,Recently Burned-Shrub Cover,Sh Recently Burned-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,26.24256831,10.62,0.003075763,1,0.231373,0.078431,255,59,20
78,9060,96,Central Appalachian Stream and Riparian Woodland,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,21.34988608,8.64,0.002502315,0,0.360784,0,0,92,0
79,7557,89,Central Appalachian Pine-Oak Rocky Woodland,Tr Central Appalachian Rocky Pine-Oak Woodland,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,19.79312356,8.01,0.002319855,0.05098,0.270588,0.521569,13,69,133
80,9318,66,Northern & Central Ruderal Wet Meadow & Marsh,He Northern & Central Ruderal Wet Meadow & Marsh,Herb,Riparian,Introduced Herbaceous Wetland Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,14.67804668,5.94,0.001720342,1,0.411765,0.180392,255,105,46
81,7386,50,Acadian-Appalachian Alpine Tundra Shrubland,Sh Acadian-Appalachian Alpine Tundra,Shrub,Shrubland,Alpine-Subalpine Barrens,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,11.11973234,4.5,0.001303289,0.321569,0.203922,0.133333,82,52,34
82,9056,39,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Tr Boreal Acidic Peatland Systems,Tree,Riparian,Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,8.673391222,3.51,0.001016566,0.729412,0.639216,0.466667,186,163,119
83,9039,22,Acadian-Appalachian Conifer Seepage Forest,Tr Laurentian-Acadian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,4.892682228,1.98,0.000573447,0.729412,0.211765,0.054902,186,54,14
84,9115,13,Laurentian-Acadian Calcareous Cliff and Talus,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,2.891130407,1.17,0.000338855,0.392157,0.392157,0.392157,100,100,100
85,7288,11,Acadian-Appalachian Alpine Tundra Meadow,Sh Acadian-Appalachian Alpine Tundra,Herb,Grassland,Alpine-Subalpine Barrens,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,2.446341114,0.99,0.000286724,0.321569,0.203922,0.133333,82,52,34
86,7978,4,Eastern Cool Temperate Wheat,Da Wheat,Agriculture,Agricultural,Agricultural-Wheat,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,0.889578587,0.36,0.000104263,0.980392,0.890196,0.639216,250,227,163
87,9560,4,Central Appalachian Stream and Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0.889578587,0.36,0.000104263,0,0.360784,0,0,92,0
88,7199,2,Recently Disturbed Other-Shrub Cover,Sh Recently Disturbed-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0.444789293,0.18,5.21E-05,1,0.266667,0.098039,255,68,25
89,7354,2,Northeastern Interior Pine Barrens,Tr Northeastern Interior Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0.444789293,0.18,5.21E-05,0.454902,0.839216,0.8,116,214,204
90,9677,2,North-Central Interior and Appalachian Acidic Peatland Shrubland,Tr Central Interior and Appalachian Swamp Systems,Shrub,Riparian,Atlantic Swamp Forests,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0.444789293,0.18,5.21E-05,0,0.360784,0,0,92,0
